trp_1164|Dummy first line
trp_id_1501_pl|艾 登 布 兰 德  ·  鲁 登 霍 夫 
trp_id_1502|奥 斯 特 马 克 选 帝 侯，沃 尔 夫 勒 姆 · 赫 特 维 格 
trp_id_1502_pl|沃 尔 夫 勒 姆 · 赫 特 维 格 
trp_id_1503|奥 斯 特 领 选 帝 侯，沃 尔 米 尔 · 冯 · 劳 科 夫 
trp_id_1503_pl|沃 尔 米 尔 · 冯 · 劳 科 夫 
trp_id_1504|艾 维 领 选 帝 候，“疯 伯 爵”马 略·雷 道 夫 
trp_id_1504_pl|“疯 伯 爵”马 略·雷 道 夫 
trp_id_1505|火 焰 系 大 法 师，图 鲁 斯 · 戈 尔 曼 
trp_id_1505_pl|图 鲁 斯 · 戈 尔 曼 
trp_id_1506|紫 晶 学 院 魔 导 师，”墓 园 玫 瑰“埃 尔 斯 佩 斯 · 冯 · 德 拉 肯 
trp_id_1506_pl|埃 尔 斯 佩 斯 · 冯 · 德 拉 肯 
trp_id_1507|威 森 领 选 帝 侯，艾 曼 诺 莉 · 冯 · 勒 布 维 茨 
trp_id_1507_pl|艾 曼 诺 莉·冯·勒 布 维 茨 
trp_id_1508|皇 帝 冠 军，路 德 维 格 · 史 瓦 兹 海 默 
trp_id_1508_pl|路 德 维 格 · 史 瓦 兹 海 默 
trp_id_1509|魔 法 学 院 大 魔 导 使，拜 尔 沙 泽 · 盖 尔 特 
trp_id_1509_pl|拜 尔 沙 泽 · 盖 尔 特 
trp_id_1510|布 拉 凯 德 勋 爵 
trp_id_1510_pl|布 拉 凯 德 
trp_id_1511|瑞 克 元 帅，库 尔 特 · 海 尔 伯 格 
trp_id_1511_pl|库 尔 特 · 海 尔 伯 格 
trp_id_1512|无 情 者 沃 克 玛 
trp_id_1512_pl|沃 克 玛 
trp_id_1513|西 格 玛 先 知，卢 瑟 · 胡 斯 
trp_id_1513_pl|卢 瑟 · 胡 斯 
trp_id_1514|西 格 玛 神 选 冠 军，沃 腾 
trp_id_1514_pl|沃 腾 
trp_id_1515|尤 里 克 大 祭 司，埃 米 尔 · 法 戈 尔 
trp_id_1515_pl|埃 米 尔·法 戈 尔 
trp_id_1516|伯 恩 哈 特 将 军 
trp_id_1516_pl|伯 恩 哈 特 
trp_id_1517|卡 拉 克 - 铁 峰 堡 之 王，卡 扎 铎 尔 · 雷 霆 号 角 
trp_id_1517_pl|卡 扎 铎 尔 · 雷 霆 号 角 
trp_id_1518|屠 夫 王 阿 格 里 姆 · 铁 拳 
trp_id_1518_pl|阿 格 里 姆 · 铁 拳 
trp_id_1519|卡 拉 克 - 号 角 堡 之 王，阿 历 克 · 拉 恩 乌 尔 森 
trp_id_1519_pl|阿 历 克 · 拉 恩 乌 尔 森 
trp_id_1520|巴 拉 克 - 海 门 关 之 王，赞 尼 尔 · 古 迪 森 
trp_id_1520_pl|赞 尼 尔 · 古 迪 森 
trp_id_1521|卡 拉 克 - 荒 芜 堡 之 王，布 洛 克 · 铁 凿 
trp_id_1521_pl|布 洛 克 · 铁 凿 
trp_id_1522|卡 拉 克 - 铜 山 堡 之 王，卡 兹 拉 · 怒 眉 
trp_id_1522_pl|卡 兹 朗 · 怒 眉 
trp_id_1523|激 流 关 之 王，莫 格 里 姆 · 铁 炉 
trp_id_1523_pl|莫 格 瑞 姆 · 铁 炉 
trp_id_1524|八 峰 山 正 主，贝 勒 加·铁 锤 
trp_id_1524_pl|贝 勒 加 · 铁 锤 
trp_id_1525|达 尔 冈 · 酒 桶 族 长 
trp_id_1525_pl|达 尔 冈 · 酒 桶 
trp_id_1526|葛 拉 兹·费 利 尔 森 族 长 
trp_id_1526_pl|葛 拉 兹·费 利 尔 森 
trp_id_1527|“符 文 大 师”托 雷 克 · 铁 眉 
trp_id_1527_pl|托 雷 克 · 铁 眉 
trp_id_1528|拜 诺 挪 斯 · 贡 德 达 克 族 长 
trp_id_1528_pl|拜 诺 挪 斯·贡 德 达 克 
trp_id_1529|布 鲁 克 · 石 拳 族 长 
trp_id_1529_pl|布 鲁 克 · 石 拳 
trp_id_1530|“符 文 领 主”冷 酷 者 克 拉 格 
trp_id_1530_pl|冷 酷 者 克 拉 格 
trp_id_1531|工 程 大 师 布 洛 克 · 达 明 森 
trp_id_1531_pl|布 洛 克 · 达 明 森 
trp_id_1532|工 程 大 师 格 林 · 布 洛 克 森 
trp_id_1532_pl|格 林·布 洛 克 森 
trp_id_1533|“强 硬 者”道 格 族 长 
trp_id_1533_pl|“强 硬 者”道 格 
trp_id_1534|格 拉 格 里 姆 · 铁 拳 
trp_id_1534_pl|格 拉 格 里 姆 · 铁 拳 
trp_id_1535|桑 德 姆 族 长 
trp_id_1535_pl|桑 德 姆 
trp_id_1536|尤 里 族 长 
trp_id_1536_pl|尤 里 
trp_id_1537|艾 纳 瑞 欧 血 脉，泰 瑞 昂 王 子 
trp_id_1537_pl|泰 瑞 昂 
trp_id_1538|荷 斯 白 塔 至 高 大 法 师 , 泰 格 里 斯 
trp_id_1538_pl|泰 格 里 斯 
trp_id_1539|冷 酷 者 艾 萨 里 昂 
trp_id_1539_pl|艾 萨 里 昂 
trp_id_1540|“影 王”阿 里 斯 · 安 纳 尔 
trp_id_1540_pl|阿 里 斯 · 安 纳 尔 
trp_id_1541|白 狮 卫 队 长 柯 希 尔 
trp_id_1541_pl|柯 希 尔 
trp_id_1542|凤 凰 卫 队 长 卡 卓 焉 
trp_id_1542_pl|卡 卓 焉 
trp_id_1543|欧 拉 恩·安 纳 尔 王 子 
trp_id_1543_pl|欧 拉 恩·安 纳 尔 
trp_id_1544|艾 纳 瑞 欧 王 子 
trp_id_1544_pl|艾 纳 瑞 欧 
trp_id_1545|基 拉 迪 斯 王 子 
trp_id_1545_pl|基 拉 迪 斯 
trp_id_1546|凯 拉 丹 王 子 
trp_id_1546_pl|凯 拉 丹 
trp_id_1547|卡 勒 多 之 裔，伊 姆 瑞 克 亲 王 
trp_id_1547_pl|伊 姆 瑞 克 
trp_id_1548|乌 兰 诺 王 子 
trp_id_1548_pl|乌 兰 诺 
trp_id_1549|拉 瑞 尔 王 子 
trp_id_1549_pl|拉 瑞 尔 
trp_id_1550|查 瑞 斯 王 子 
trp_id_1550_pl|查 瑞 斯 王 子 
trp_id_1551|“学 者 之 君”埃 西 斯 
trp_id_1551_pl|埃 西 斯 
trp_id_1552|“莽 夫”莫 维 尔 
trp_id_1552_pl|莫 维 尔 
trp_id_1553|卡 勒 多 的 曼 希 优 斯 王 子 
trp_id_1553_pl|曼 希 优 斯 
trp_id_1554|沃 拉 尔 王 子 
trp_id_1554_pl|沃 拉 尔 
trp_id_1555|埃 尔 达 斯 王 子 
trp_id_1555_pl|埃 尔 达 斯 
trp_id_1556|“智 士 之 王”贝 尔 - 克 哈 迪 斯 
trp_id_1556_pl|贝 尔 - 克 哈 迪 斯 
trp_id_1557|不 破 者 · 里 尔 卡 斯 
trp_id_1557_pl|不 破 者 · 里 尔 卡 斯 
trp_id_1558|黑 色 扎 坦 
trp_id_1558_pl|黑 色 扎 坦 
trp_id_1559|残 酷 者 · 格 斯 
trp_id_1559_pl|残 酷 者 · 格 斯 
trp_id_1560|灰 烬·德 拉 兹 霍 斯 
trp_id_1560_pl|灰 烬·德 拉 兹 霍 斯 
trp_id_1561|瓦 兹 拉 克 · 血 召 
trp_id_1561_pl|瓦 兹 拉 克 · 血 召 
trp_id_1562|博 尔 扎 · 焦 炭 
trp_id_1562_pl|博 尔 扎 · 焦 炭 
trp_id_1563|雷 夫 拉 克·烬 足 
trp_id_1563_pl|雷 夫 拉 克·烬 足 
trp_id_1564|德 拉 卡 · 铜 牙 
trp_id_1564_pl|德 拉 卡 · 铜 牙 
trp_id_1565|扎 金 布 尔 · 颅 钉 
trp_id_1565_pl|扎 金 布 尔 · 颅 钉 
trp_id_1566|卡 尔 卡 德 · 雷 击 
trp_id_1566_pl|卡 尔 卡 德 · 雷 击 
trp_id_1567|瓦 日 - 库 尔 · 重 步 
trp_id_1567_pl|瓦 日 - 库 尔 · 重 步 
trp_id_1568|扎 克 - 霍 斯 · 金 斧 
trp_id_1568_pl|扎 克 - 霍 斯 · 金 斧 
trp_id_1569|阿 苏 - 鲁 斯 · 灭 窑 
trp_id_1569_pl|阿 苏 - 鲁 斯 · 灭 窑 
trp_id_1570|哈 克 特 · 熔 火 
trp_id_1570_pl|哈 克 特 · 熔 火 
trp_id_1571|贝 尔 佐 - 霍 斯 · 地 狱 先 知 
trp_id_1571_pl|贝 尔 佐 - 霍 斯 · 地 狱 先 知 
trp_id_1572|瑞 尔 姆 - 巴 尔 · 渴 求 者 
trp_id_1572_pl|瑞 尔 姆 - 巴 尔 · 渴 求 者 
trp_id_1573|阿 什 瓦 格 纳 克 · 颅 匠 
trp_id_1573_pl|阿 什 瓦 格 纳 克 · 颅 匠 
trp_id_1574|杜 兰 · 无 面 者 
trp_id_1574_pl|杜 兰 · 无 面 者 
trp_id_1575|布 克 - 哈 尔 · 炎 牛 
trp_id_1575_pl|布 克 - 哈 尔 · 炎 牛 
trp_id_1576|维 克 隆 德 · 爆 破 
trp_id_1576_pl|维 克 隆 德 · 爆 破 
trp_id_1577|“征 服 者”瓦 德 克 · 克 戎 
trp_id_1577_pl|瓦 德 克 · 克 戎 
trp_id_1578|黑 暗 之 主，先 驱 者 比 拉 克 
trp_id_1578_pl|比 拉 克 
trp_id_1579|亡 灵 颤 栗 者 · 哈 拉 尔 德 · 重 锤 风 暴 
trp_id_1579_pl|哈 拉 尔 德 · 重 锤 风 暴 
trp_id_1580|百 战 百 胜 · 阿 巴 尔 
trp_id_1580_pl|阿 巴 尔 
trp_id_1581|美 人 西 格 瓦 尔 德 
trp_id_1581_pl|西 格 瓦 尔 德 
trp_id_1582|埃 格 里 姆 · 冯 · 霍 斯 特 曼 
trp_id_1582_pl|埃 格 里 姆 · 冯 · 霍 斯 特 曼 
trp_id_1583|收 割 者 · 瓦 尔 尼 尔 
trp_id_1583_pl|收 割 者 · 瓦 尔 尼 尔 
trp_id_1584|血 腥 哈 格 罗 斯 
trp_id_1584_pl|哈 格 罗 斯 
trp_id_1585|婓 托 
trp_id_1585_pl|感 染 者 婓 托 
trp_id_1586|变 化 者 梅 列 克 
trp_id_1586_pl|梅 列 克 
trp_id_1587|流 浪 者 乌 弗 瑞 克 
trp_id_1587_pl|乌 弗 瑞 克 
trp_id_1588|色 孽 冠 军 斯 提 卡 
trp_id_1588_pl|斯 提 卡 
trp_id_1589|恐 虐 王 妃 瓦 尔 基 娅 
trp_id_1589_pl|瓦 尔 基 娅 
trp_id_1590|色 孽 假 面 舞 女 
trp_id_1590_pl|色 孽 假 面 舞 女 
trp_id_1591|奸 奇 冠 军 埃 考 德 - 哈 尔 博 思 
trp_id_1591_pl|埃 考 德 - 哈 尔 博 思 
trp_id_1592|阿 尔 夫·魔 爪 
trp_id_1592_pl|阿 尔 夫·魔 爪 
trp_id_1593|混 沌 领 主 罗 德 里 克 · 科 斯 蒂 尔 
trp_id_1593_pl|罗 德 里 克 · 科 斯 蒂 尔 
trp_id_1594|混 沌 领 主 伊 戈 尔 · 卢 珀 迪 斯 
trp_id_1594_pl|伊 戈 尔·吕 特 波 杜 斯 
trp_id_1595|混 沌 领 主 瑞 内 · 戴 波 希 厄 
trp_id_1595_pl|瑞 内 · 戴 波 希 厄 
trp_id_1596|嗜 血 者 阿 布 拉 克 斯 
trp_id_1596_pl|阿 布 拉 克 斯 
trp_id_1597|至 高 女 王 卡 丽 达 
trp_id_1597_pl|卡 丽 达 
trp_id_1598|古 墓 大 祭 司 卡 特 普 
trp_id_1598_pl|古 墓 大 祭 司 卡 特 普 
trp_id_1599|圣 甲 虫 王 子 阿 波 菲 斯 
trp_id_1599_pl|阿 波 菲 斯 
trp_id_1600|赛 特 拉 特 使，传 令 长 内 科 弗 
trp_id_1600_pl|内 科 弗 
trp_id_1601|圣 礼 死 亡 大 君，黑 色 阿 克 汉 
trp_id_1601_pl|阿 克 汉 
trp_id_1602|阿 卡 迪 扎 国 王 
trp_id_1602_pl|阿 卡 迪 扎 
trp_id_1603|太 阳 步 兵 团 长，因 穆 萨 皮 王 子 
trp_id_1603_pl|因 穆 萨 皮 
trp_id_1604|库 尔 - 阿 姆 - 霍 特 普 国 王 
trp_id_1604_pl|库 尔 - 阿 姆 - 霍 特 普 
trp_id_1605|拉 克 姆 国 王 
trp_id_1605_pl|拉 克 姆 
trp_id_1606|胡 拉 森 国 王 
trp_id_1606_pl|古 墓 国 王，胡 拉 森 
trp_id_1607|阿 扎 顿 国 王 
trp_id_1607_pl|阿 扎 顿 
trp_id_1608|库 鲁 阿 斯 国 王 
trp_id_1608_pl|库 鲁 阿 斯 
trp_id_1609|阿 玛 达 国 王 
trp_id_1609_pl|恩 达 
trp_id_1610|海 文 国 王 
trp_id_1610_pl|海 文 
trp_id_1611|穆 纳 国 王 
trp_id_1611_pl|穆 纳 
trp_id_1612|厄 恩 国 王 
trp_id_1612_pl|厄 恩 
trp_id_1613|雷 顿 国 王 
trp_id_1613_pl|雷 顿 
trp_id_1614|提 里 穆 萨 国 王 
trp_id_1614_pl|提 里 穆 萨 
trp_id_1615|狄 斯 瓦 国 王 
trp_id_1615_pl|狄 斯 瓦 
trp_id_1616|比 力 亚 国 王 
trp_id_1616_pl|比 力 亚 
trp_id_1617|尊 崇 古 血 战 士，因 扎 - 特 卡 
trp_id_1617_pl|因 扎 - 特 卡 
trp_id_1618|永 世 守 卫 查 卡 斯 
trp_id_1618_pl|查 卡 斯 
trp_id_1619|大 白 蜥 哥 罗 克 
trp_id_1619_pl|哥 罗 克 
trp_id_1620|漫 游 者 纳 卡 伊 
trp_id_1620_pl|纳 卡 伊 
trp_id_1621|古 血 战 士 阿 特 拉 兹 克 
trp_id_1621_pl|阿 特 拉 兹 克 
trp_id_1622|古 血 战 士 卡 鲁 
trp_id_1622_pl|卡 鲁 
trp_id_1623|古 血 战 士 汉 特 卡 
trp_id_1623_pl|汉 特 卡 
trp_id_1624|古 血 战 士 卡 伊 特 卡 
trp_id_1624_pl|卡 伊 特 卡 
trp_id_1625|古 血 战 士 欧 卢 托 
trp_id_1625_pl|欧 卢 托 
trp_id_1626|古 血 战 士 腾 奈 特 
trp_id_1626_pl|腾 奈 特 
trp_id_1627|古 血 战 士 特 修 罗 
trp_id_1627_pl|特 修 罗 
trp_id_1628|古 血 战 士 特 莱 瓜 利 
trp_id_1628_pl|特 莱 瓜 利 
trp_id_1629|古 血 战 士 提 兹 
trp_id_1629_pl|提 兹 
trp_id_1630|古 血 战 士 戈 嘎 兹 特 
trp_id_1630_pl|戈 嘎 兹 特 
trp_id_1631|古 血 战 士 迪 欧 
trp_id_1631_pl|迪 欧 
trp_id_1632|古 血 战 士 因 特 安 
trp_id_1632_pl|因 特 安 
trp_id_1633|古 血 战 士 阿 思 罗 托 
trp_id_1633_pl|阿 思 罗 托 
trp_id_1634|古 血 战 士 阿 特 嘎 
trp_id_1634_pl|阿 特 嘎 
trp_id_1635|古 血 战 士 奎 特 马 兹 
trp_id_1635_pl|奎 特 马 兹 
trp_id_1636|古 血 战 士 吉 兹 拉 
trp_id_1636_pl|吉 兹 拉 
trp_id_1637|迷 雾 山 大 肚 王 咕 噜 
trp_id_1637_pl|咕 噜 
trp_id_1638|斯 凯 克 斯 战 将 
trp_id_1638_pl|斯 凯 克 斯 
trp_id_1639|格 拉 特 · 斯 拉 格 战 将 
trp_id_1639_pl|格 拉 特 · 斯 拉 格 
trp_id_1640|弗 拉 纳 肯 战 将 
trp_id_1640_pl|弗 拉 纳 肯 
trp_id_1641|坎 阿 吱 战 将 
trp_id_1641_pl|坎 阿 吱 
trp_id_1642|葛 林 喏 瑟 叽 战 将 
trp_id_1642_pl|葛 林 喏 瑟 叽 
trp_id_1643|阿 葛 里 兰 战 将 
trp_id_1643_pl|阿 葛 里 兰 
trp_id_1644|贝 思 兰 战 将 
trp_id_1644_pl|贝 思 兰 
trp_id_1645|史 诺 法 战 将 
trp_id_1645_pl|史 诺 法 
trp_id_1646|格 夫 战 将 
trp_id_1646_pl|格 夫 
trp_id_1647|戈 尔 梅 格 战 将 
trp_id_1647_pl|戈 尔 梅 格 
trp_id_1648|瑞 叽 战 将 
trp_id_1648_pl|瑞 叽 
trp_id_1649|马 克 特 战 将 
trp_id_1649_pl|马 克 特 
trp_id_1650|贺 巴 慈 战 将 
trp_id_1650_pl|贺 巴 慈 
trp_id_1651|克 拉 贝 巴 腾 战 将 
trp_id_1651_pl|克 拉 贝 巴 腾 
trp_id_1652|维 斯 葛 战 将 
trp_id_1652_pl|维 斯 葛 
trp_id_1653|斯 盖 皮 葛 战 将 
trp_id_1653_pl|斯 盖 皮 葛 
trp_id_1654|塞 咖 战 将 
trp_id_1654_pl|塞 咖 
trp_id_1655|叭 斐 战 将 
trp_id_1655_pl|叭 斐 
trp_id_1656|斯 玛 叽 战 将 
trp_id_1656_pl|斯 玛 叽 
trp_id_1657|萨 拉 - 阿 - 丁 
trp_id_1657_pl|萨 拉 - 阿 - 丁 
trp_id_1658|“大 伟 主”阿 里 王 子 
trp_id_1658_pl|阿 里 王 子 
trp_id_1659|“银 色 面 纱”贾 斯 敏 
trp_id_1659_pl|贾 斯 敏 
trp_id_1660|纽 瓦 埃 米 尔 
trp_id_1660_pl|纽 瓦 
trp_id_1661|曼 德 哈 利 尔 埃 米 尔 
trp_id_1661_pl|曼 德 哈 利 尔 
trp_id_1662|戛 纳 瓦 埃 米 尔 
trp_id_1662_pl|戛 纳 瓦 
trp_id_1663|努 安 埃 米 尔 
trp_id_1663_pl|努 安 
trp_id_1664|狄 由 埃 米 尔 
trp_id_1664_pl|狄 由 
trp_id_1665|拉 根 埃 米 尔 
trp_id_1665_pl|拉 根 
trp_id_1666|库 拉 森 埃 米 尔 
trp_id_1666_pl|库 拉 森 
trp_id_1667|阿 扎 顿 埃 米 尔 
trp_id_1667_pl|阿 扎 顿 
trp_id_1668|库 亚 埃 米 尔 
trp_id_1668_pl|库 亚 
trp_id_1669|安 达 埃 米 尔 
trp_id_1669_pl|安 达 
trp_id_1670|海 瓦 埃 米 尔 
trp_id_1670_pl|海 瓦 
trp_id_1671|穆 讷 埃 米 尔 
trp_id_1671_pl|穆 讷 
trp_id_1672|埃 因 埃 米 尔 
trp_id_1672_pl|埃 因 
trp_id_1673|拉 多 埃 米 尔 
trp_id_1673_pl|拉 多 
trp_id_1674|提 林 马 沙 埃 米 尔 
trp_id_1674_pl|提 林 马 沙 
trp_id_1675|丹 斯 瓦 埃 米 尔 
trp_id_1675_pl|丹 斯 瓦 
trp_id_1676|比 利 亚 埃 米 尔 
trp_id_1676_pl|比 利 亚 
trp_id_1677|索 尔 领 毁 灭 者，哥 巴 德·铁 爪 
trp_id_1677_pl|哥 巴 德 · 铁 爪 
trp_id_1678|黑 牙 部 落 战 将，戈 古 特 
trp_id_1678_pl|戈 古 特 
trp_id_1679|乌 兹 老 大 
trp_id_1679_pl|乌 兹 
trp_id_1680|兽 人 老 大 波 嘎 特·打 脸 者 
trp_id_1680_pl|波 嘎 特·打 脸 者 
trp_id_1681|戈 尔 牙 · 恶 胆 
trp_id_1681_pl|戈 尔 牙 · 恶 胆 
trp_id_1682|勒 脖 者 莫 尔 格 卢 姆 
trp_id_1682_pl|莫 尔 格 卢 姆 
trp_id_1683|矮 人 克 星，巴 达 克·艾 德 斯 塔 
trp_id_1683_pl|巴 达 克·艾 德 斯 塔 
trp_id_1684|黑 兽 人 老 大，杜 克·剜 眼 者 
trp_id_1684_pl|杜 克·剜 眼 者 
trp_id_1685|加 比 老 大 
trp_id_1685_pl|加 比 
trp_id_1686|屠 灭 者 阿 兹 汗 
trp_id_1686_pl|阿 兹 汗 
trp_id_1687|兽 人 萨 满 斯 卡 布 罗 
trp_id_1687_pl|斯 卡 布 罗 
trp_id_1688|纳 思 嘎 老 大 
trp_id_1688_pl|纳 思 嘎 
trp_id_1689|巨 拳 老 大 
trp_id_1689_pl|巨 拳 
trp_id_1690|汉 嘎 老 大 
trp_id_1690_pl|汉 嘎 
trp_id_1691|塔 卡 尔 老 大 
trp_id_1691_pl|塔 卡 尔 
trp_id_1692|顿 巴 哥 老 大 
trp_id_1692_pl|顿 巴 哥 
trp_id_1693|厄 根 老 大 
trp_id_1693_pl|厄 根 
trp_id_1694|卡 本 老 大 
trp_id_1694_pl|卡 本 
trp_id_1695|刚 扎 老 大 
trp_id_1695_pl|刚 扎 纳 
trp_id_1696|戈 罗 芬 老 大 
trp_id_1696_pl|戈 罗 芬 
trp_id_1697|勒·安 古 朗 公 爵 陶 伯 特 
trp_id_1697_pl|陶 伯 特 
trp_id_1698|阿 奎 坦 公 爵 阿 尔 玛 德 
trp_id_1698_pl|阿 尔 玛 德 
trp_id_1699|阿 图 瓦 公 爵，高 大 的 丘 弗 伊 
trp_id_1699_pl|丘 弗 伊 
trp_id_1700|巴 斯 托 涅 公 爵，屠 兽 者 博 赫 蒙 德 
trp_id_1700_pl|博 赫 蒙 德 
trp_id_1701|蒙 特 福 特 公 爵 佛 卡 尔 德 
trp_id_1701_pl|佛 卡 尔 德 
trp_id_1702|卡 尔 卡 松 公 爵 赫 巴 德 
trp_id_1702_pl|赫 巴 德 
trp_id_1703|布 理 奥 涅 公 爵 西 奥 多 里 克 
trp_id_1703_pl|西 奥 多 里 克 
trp_id_1704|吉 索 莱 奥 公 爵 哈 根 
trp_id_1704_pl|哈 根 
trp_id_1705|奎 纳 利 斯 公 爵 坦 克 雷 德 二 世 
trp_id_1705_pl|坦 克 雷 德 二 世 
trp_id_1706|阿 曼 里 克·德·加 德 隆 爵 士 
trp_id_1706_pl|阿 曼 里 克·德·加 德 隆 
trp_id_1707|穆 席 隆 公 爵 曼 德 雷 德 
trp_id_1707_pl|曼 德 雷 德 
trp_id_1708|帕 拉 翁 公 爵，年 轻 的 卡 塞 昂 
trp_id_1708_pl|卡 塞 昂 
trp_id_1709|波 尔 德 罗 公 爵 艾 博 里 克 
trp_id_1709_pl|艾 博 里 克 
trp_id_1710|里 昂 尼 斯 公 爵 阿 达 尔 哈 德 
trp_id_1710_pl|阿 达 尔 哈 德 
trp_id_1711|湖 神 仙 女 莫 吉 亚 娜 
trp_id_1711_pl|莫 吉 亚 娜 
trp_id_1712|毕 林 科 男 爵 
trp_id_1712_pl|毕 林 科 
trp_id_1713|德 · 罗 邦 侯 爵 
trp_id_1713_pl|德 · 罗 邦 
trp_id_1714|瑞 纳 达 斯 男 爵 
trp_id_1714_pl|瑞 纳 达 斯 
trp_id_1715|多 鲁 斯 男 爵 
trp_id_1715_pl|多 鲁 斯 
trp_id_1716|维 伦 纽 夫 男 爵 
trp_id_1716_pl|维 伦 纽 夫 
trp_id_1717|海 格 · 格 雷 夫 恐 惧 领 主 马 鲁 斯 · 黑 刃 
trp_id_1717_pl|马 鲁 斯 · 黑 刃 
trp_id_1718|至 高 女 术 士 莫 拉 丝 
trp_id_1718_pl|莫 拉 西 
trp_id_1719|影 刃 
trp_id_1719_pl|影 刃 
trp_id_1720|克 拉 肯 之 主 洛 克 希 亚 · 堕 落 之 心 
trp_id_1720_pl|洛 克 希 亚·堕 落 之 心 
trp_id_1721|黑 守 卫 队 长 库 兰 · 黑 手 
trp_id_1721_pl|库 兰 · 黑 手 
trp_id_1722|“恐 惧 使 者”图 拉 瑞 斯 
trp_id_1722_pl|图 拉 瑞 斯 
trp_id_1723|妖 婆 赫 莉 本 
trp_id_1723_pl|赫 莉 本 
trp_id_1724|恐 惧 领 主，托 伦 迪 尔 
trp_id_1724_pl|托 伦 迪 尔 
trp_id_1725|梅 特 尔 
trp_id_1725_pl|梅 特 尔 
trp_id_1726|恐 惧 领 主，残 酷 者 卡 尔 多 
trp_id_1726_pl|卡 尔 多 
trp_id_1727|刺 客 大 师，黑 色 卡 达 斯 
trp_id_1727_pl|卡 达 斯 
trp_id_1728|野 兽 之 主 拉 卡 斯 
trp_id_1728_pl|拉 卡 斯 
trp_id_1729|恐 惧 领 主，沃 汉 
trp_id_1729_pl|沃 汉 
trp_id_1730|黑 色 方 舟 队 长，残 酷 者 莫 拉 尔 
trp_id_1730_pl|莫 拉 尔 
trp_id_1731|冷 蜥 骑 士 长，柯 弗 兰 
trp_id_1731_pl|柯 弗 兰 
trp_id_1732|“剥 皮 之 雄”曼 吉 尔 
trp_id_1732_pl|曼 吉 尔 
trp_id_1733|恐 惧 领 主，肯 摩 纱 
trp_id_1733_pl|肯 摩 纱 
trp_id_1734|恐 惧 领 主，维 利 辛 
trp_id_1734_pl|维 利 辛 
trp_id_1735|恐 惧 领 主，阿 扎 迪 斯 
trp_id_1735_pl|阿 扎 迪 斯 
trp_id_1736|恐 惧 领 主，纳 瑞 恩 
trp_id_1736_pl|纳 瑞 恩 
trp_id_1737|斯 卡 文 军 阀，维 斯 奎 特·黑 皮 
trp_id_1737_pl|维 斯 奎 特·黑 皮 
trp_id_1738|灰 先 知 阔 尔 戈 
trp_id_1738_pl|阔 尔 戈 
trp_id_1739|八 峰 山 战 神，奎 克·猎 头 者 
trp_id_1739_pl|奎 克·猎 头 者 
trp_id_1740|“不 洁 者”斯 洛 特 
trp_id_1740_pl|斯 洛 特 
trp_id_1741|死 亡 大 师 斯 尼 奇 
trp_id_1741_pl|斯 尼 奇 
trp_id_1742|史 库 里 首 席 工 程 术 士 伊 克 特 · 利 爪 
trp_id_1742_pl|伊 克 特 · 利 爪 
trp_id_1743|崔 特 思 · 畏 尾 
trp_id_1743_pl|崔 特 思 · 畏 尾 
trp_id_1744|摩 斯 氏 族 军 阀 格 诺 德 威 尔 
trp_id_1744_pl|斯 奎 尔·尖 牙 
trp_id_1745|“瘟 疫 领 主”司 库 克 
trp_id_1745_pl|司 库 克 
trp_id_1746|疫 病 氏 族 大 瘟 疫 领 主 纳 格 里 奇 
trp_id_1746_pl|奈 格 利 奇 
trp_id_1747|灰 先 知 川 奎 罗 
trp_id_1747_pl|川 奎 罗 
trp_id_1748|咧 嘴 氏 族 军 阀 克 拉 奇 · 毁 灭 爪 
trp_id_1748_pl|克 拉 奇·毁 灭 爪 
trp_id_1749|斯 卡 文 总 司 令 帕 斯 克 利 特 
trp_id_1749_pl|帕 斯 克 利 特 
trp_id_1750|坏 血 氏 族 军 阀，斯 卡 文 舰 队 统 领 伏 里 斯 科 · 铁 爪 
trp_id_1750_pl|伏 里 斯 科 · 铁 爪 
trp_id_1751|死 亡 大 师 拉 提 尼 
trp_id_1751_pl|拉 提 尼 
trp_id_1752|莫 德 尔 氏 族 兽 群 领 主 凡 米 金 
trp_id_1752_pl|沃 门 金 
trp_id_1753|史 库 里 氏 族 军 阀，工 程 术 士 大 师 莫 斯 基 塔 
trp_id_1753_pl|莫 斯 基 塔 
trp_id_1754|”鼠 害“斯 莱 丝 
trp_id_1754_pl|因 卡 
trp_id_1755|卡 提 · 尾 啮 军 阀 
trp_id_1755_pl|卡 提 · 尾 啮 
trp_id_1756|卡 丘 军 阀 
trp_id_1756_pl|卡 丘 
trp_id_1757|伊 万·拉 蒂 夫 王 子 
trp_id_1757_pl|拉 蒂 夫 
trp_id_1758|冰 雪 女 王 卡 塔 琳 
trp_id_1758_pl|卡 塔 琳 
trp_id_1759|斯 捷 潘·拉 辛 波 维 尔 
trp_id_1759_pl|拉 辛 
trp_id_1760|阿 列 克 西 波 维 尔 
trp_id_1760_pl|阿 列 克 西 
trp_id_1761|鲍 里 斯 拉 夫 波 维 尔 
trp_id_1761_pl|鲍 里 斯 拉 夫 
trp_id_1762|杜 赞 波 维 尔 
trp_id_1762_pl|杜 赞 
trp_id_1763|拉 兹 洛 波 维 尔 
trp_id_1763_pl|拉 兹 洛 
trp_id_1764|米 尔 科 波 维 尔 
trp_id_1764_pl|米 尔 科 
