itm_1164|Dummy first line
itm_aldebrand_helmet_pl|艾 德 布 兰  德 · 鲁 登 霍 夫 盔 
itm_anderssen_helmet|阿 尔 贝 里 希 盔
itm_anderssen_helmet_pl|阿 尔 贝 里 希 盔
itm_halberd_helmet|帝 国 盔 
itm_halberd_helmet_pl|帝 国 盔 
itm_halberd_helmet2|帝 国 盔 
itm_halberd_helmet2_pl|帝 国 盔 
itm_halberd_helmet3|帝 国 加 固 盔 
itm_halberd_helmet3_pl|帝 国 加 固 盔 
itm_halberd_helmet4|帝 国 加 固 盔 
itm_halberd_helmet4_pl|帝 国 加 固 盔 
itm_halberd_helmet5|帝 国 加 固 盔 
itm_halberd_helmet5_pl|帝 国 加 固 盔 
itm_sword_helmet2|帝 国 剑 士 盔 
itm_sword_helmet2_pl|帝 国 剑 士 盔 
itm_sword_helmet|帝 国 剑 士 盔 
itm_sword_helmet_pl|帝 国 剑 士 盔 
itm_sword_helmet3|帝 国 剑 士 盔 
itm_sword_helmet3_pl|帝 国 剑 士 盔 
itm_sword_helmet4|帝 国 剑 士 盔 
itm_sword_helmet4_pl|帝 国 剑 士 盔 
itm_sword_helmet5|帝 国 剑 士 盔 
itm_sword_helmet5_pl|帝 国 剑 士 盔 
itm_sword_helmet7|帝 国 队 长 盔 
itm_sword_helmet7_pl|帝 国 队 长 盔 
itm_militia_helmet|帝 国 民 兵 盔 
itm_militia_helmet_pl|帝 国 民 兵 盔 
itm_black_reinforced_gloves|黑 色 加 强 护 手 
itm_black_reinforced_gloves_pl|黑 色 加 强 护 手 
itm_empire_helm2|帝 国 盔 
itm_empire_helm2_pl|帝 国 盔 
itm_empire_helm|帝 国 盔 
itm_empire_helm_pl|帝 国 盔 
itm_visored_sallet|帝 国 盔 
itm_visored_sallet_pl|帝 国 盔 
itm_open_sallet_coif|帝 国 开 放 式 护 盔 
itm_open_sallet_coif_pl|帝 国 开 放 式 护 盔 
itm_visored_sallet_coif|帝 国 头 巾 护 盔 
itm_visored_sallet_coif_pl|帝 国 头 巾 护 盔 
itm_knights_visored_sallet|帝 国 骑 士 盔 
itm_knights_visored_sallet_pl|帝 国 骑 士 盔 
itm_ironside_helm|帝 国 铁 盔 
itm_ironside_helm_pl|帝 国 铁 盔 
itm_ironside_helm2|帝 国 铁 盔 
itm_ironside_helm2_pl|帝 国 铁 盔 
itm_helhunten_helm|帝 国 盔 
itm_helhunten_helm_pl|帝 国 盔 
itm_engineer_hat|工 程 师 帽 
itm_engineer_hat_pl|工 程 师 帽 
itm_emma_helm|艾 曼 纽 盔 
itm_emma_helm_pl|艾 曼 纽 盔 
itm_huntercoat|猎 巫 人 外 套 
itm_huntercoat_pl|猎 巫 人 外 套 
itm_master_huntercoat|猎 巫 人 大 师 外 套 
itm_master_huntercoat_pl|猎 巫 人 大 师 外 套 
itm_general_huntercoat|猎 巫 人 外 套 
itm_general_huntercoat_pl|猎 巫 人 外 套 
itm_huntercoat2|猎 巫 人 外 套 
itm_huntercoat2_pl|猎 巫 人 外 套 
itm_plate_mittens|板 甲 护 手 
itm_plate_mittens_pl|板 甲 护 手 
itm_bandana1|头 巾 
itm_bandana1_pl|头 巾 
itm_bandana2|头 巾 
itm_bandana2_pl|头 巾 
itm_bandana3|头 巾 
itm_bandana3_pl|头 巾 
itm_bandana4|头 巾 
itm_bandana4_pl|头 巾 
itm_bandana5|头 巾 
itm_bandana5_pl|头 巾 
itm_bandana6|头 巾 
itm_bandana6_pl|头 巾 
itm_new_hat1|帽 子 
itm_new_hat1_pl|帽 子 
itm_new_hat2|帽 子 
itm_new_hat2_pl|帽 子 
itm_new_hat3|帽 子 
itm_new_hat3_pl|帽 子 
itm_new_hat4|船 形 帽 
itm_new_hat4_pl|船 形 帽 
itm_new_hat5|帽 子 
itm_new_hat5_pl|帽 子 
itm_new_hat6|帽 子 
itm_new_hat6_pl|帽 子 
itm_new_hat7|帽 子 
itm_new_hat7_pl|帽 子 
itm_new_hat8|帽 子 
itm_new_hat8_pl|帽 子 
itm_hat_vanklumpf|海 盗 帽 
itm_hat_vanklumpf_pl|海 盗 帽 
itm_tricorne|船 形 帽 
itm_tricorne_pl|船 形 帽 
itm_piratehat|海 盗 帽 
itm_piratehat_pl|海 盗 帽 
itm_pirate_shirt|海 盗 衫 
itm_pirate_shirt_pl|海 盗 衫 
itm_pirate_seaman|海 盗 衫 
itm_pirate_seaman_pl|海 盗 衫 
itm_pirate_mate|皮 大 衣 
itm_pirate_mate_pl|皮 大 衣 
itm_pirate_plate_body|海 盗 胸 甲 
itm_pirate_plate_body_pl|海 盗 胸 甲 
itm_pirate_rogue|海 盗 衫 
itm_pirate_rogue_pl|海 盗 衫 
itm_waistcoat_black|黑 马 甲 
itm_waistcoat_black_pl|黑 马 甲 
itm_musket_coat|火 枪 手 外 套 
itm_musket_coat_pl|火 枪 手 外 套 
itm_musketeer_coat|火 枪 手 外 套 
itm_musketeer_coat_pl|火 枪 手 外 套 
itm_female_musketeer_coat|火 枪 手 外 套 
itm_female_musketeer_coat_pl|火 枪 手 外 套 
itm_female_red_musketeer_coat|火 枪 手 外 套 
itm_female_red_musketeer_coat_pl|火 枪 手 外 套 
itm_red_musketeer_coat|火 枪 手 外 套 
itm_red_musketeer_coat_pl|火 枪 手 外 套 
itm_pirate_eleanor|埃 利 诺 外 套 
itm_pirate_eleanor_pl|埃 利 诺 外 套 
itm_pirate_coat|海 盗 外 套 
itm_pirate_coat_pl|海 盗 外 套 
itm_female_coat|海 盗 外 套 
itm_female_coat_pl|海 盗 外 套 
itm_pirate_duel|海 盗 外 套 
itm_pirate_duel_pl|海 盗 外 套 
itm_female_duel|海 盗 外 套 
itm_female_duel_pl|海 盗 外 套 
itm_pirate_captain|海 盗 外 套 
itm_pirate_captain_pl|海 盗 外 套 
itm_female_captain|海 盗 外 套 
itm_female_captain_pl|海 盗 外 套 
itm_pirate_officer|海 盗 船 长 外 套 
itm_pirate_officer_pl|海 盗 船 长 外 套 
itm_female_officer|海 盗 船 长 外 套 
itm_female_officer_pl|海 盗 船 长 外 套 
itm_pirate_lord|海 盗 金 边 外 套 
itm_pirate_lord_pl|海 盗 金 边 外 套 
itm_skeleton_helmet|骷 髅 盔 
itm_skeleton_helmet_pl|骷 髅 盔 
itm_albertus_helm|阿 尔 伯 图 斯 盔 
itm_albertus_helm_pl|阿 尔 伯 图 斯 盔 
itm_shahi|骷 髅 盔 
itm_shahi_pl|骷 髅 盔 
itm_skeleton_helm|骷 髅 盔 
itm_skeleton_helm_pl|骷 髅 盔 
itm_skeleton_helm2|骷 髅 盔 
itm_skeleton_helm2_pl|骷 髅 盔 
itm_skeleton_helm3|骷 髅 盔 
itm_skeleton_helm3_pl|骷 髅 盔 
itm_skeleton_helm4|骷 髅 盔 
itm_skeleton_helm4_pl|骷 髅 盔 
itm_skeleton_helm5|骷 髅 盔 
itm_skeleton_helm5_pl|骷 髅 盔 
itm_skeleton_helm6|骷 髅 盔 
itm_skeleton_helm6_pl|骷 髅 盔 
itm_skeleton_helm7|骷 髅 盔 
itm_skeleton_helm7_pl|骷 髅 盔 
itm_skeleton_helm8|骷 髅 盔 
itm_skeleton_helm8_pl|骷 髅 盔 
itm_skeleton_helm9|骷 髅 盔 
itm_skeleton_helm9_pl|骷 髅 盔 
itm_skeleton_helm10|骷 髅 骑 士 盔 
itm_skeleton_helm10_pl|骷 髅 骑 士 盔 
itm_skeleton_helm11|尸 妖 盔 
itm_skeleton_helm11_pl|尸 妖 盔 
itm_skeleton_helm12|尸 妖 盔 
itm_skeleton_helm12_pl|尸 妖 盔 
itm_skeleton_helm13|尸 妖 盔 
itm_skeleton_helm13_pl|尸 妖 盔 
itm_skeleton_helm14|骷 髅 骑 士 盔 
itm_skeleton_helm14_pl|骷 髅 骑 士 盔 
itm_skeleton_helm15|骷 髅 骑 士 盔 
itm_skeleton_helm15_pl|骷 髅 骑 士 盔 
itm_skeleton_helm16|荒 坟 守 卫 盔 
itm_skeleton_helm16_pl|荒 坟 守 卫 盔 
itm_skeleton_helm17|荒 坟 守 卫 盔 
itm_skeleton_helm17_pl|荒 坟 守 卫 盔 
itm_skeleton_helm18|地 狱 骑 士 盔 
itm_skeleton_helm18_pl|地 狱 骑 士 盔 
itm_skeleton_helm19|地 狱 骑 士 盔 
itm_skeleton_helm19_pl|地 狱 骑 士 盔 
itm_tomb_helmet|古 墓 盔 
itm_tomb_helmet_pl|古 墓 盔 
itm_liche_helmet|巫 妖 盔 
itm_liche_helmet_pl|巫 妖 盔 
itm_high_liche_helmet|大 巫 妖 盔 
itm_high_liche_helmet_pl|大 巫 妖 盔 
itm_tomb_knighthelm|墓 园 骑 士 盔 
itm_tomb_knighthelm_pl|墓 园 骑 士 盔 
itm_tomb_knightfull|墓 园 骑 士 全 盔 
itm_tomb_knightfull_pl|墓 园 骑 士 全 盔 
itm_tomb_lordhelm|墓 地 领 主 盔
itm_tomb_lordhelm_pl|墓 地 领 主 盔
itm_tomb_lordfull|墓 地 领 主 全 盔
itm_tomb_lordfull_pl|墓 地 领 主 全 盔
itm_tomb_king_helm|古 墓 王 盔 
itm_tomb_king_helm_pl|古 墓 王 盔 
itm_deathmask|卡 哈 努 特 金 色 死 亡 面 具 
itm_deathmask_pl|卡 哈 努 特 金 色 死 亡 面 具 
itm_tomb_woman|古 墓 女 甲 
itm_tomb_woman_pl|古 墓 女 甲 
itm_tomb_woman_head|骷 髅 头 部
itm_tomb_woman_head_pl|骷 髅 头 部
itm_tomb_woman_head2|骷 髅 头 部
itm_tomb_woman_head2_pl|骷 髅 头 部
itm_vaegir_guard_helmet|骷 髅 护 卫 盔 
itm_vaegir_guard_helmet_pl|骷 髅 护 卫 盔 
itm_vaegir_spiked_helmet|骷 髅 锥 顶 盔
itm_vaegir_spiked_helmet_pl|骷 髅 锥 顶 盔
itm_vaegir_noble_helmet|骷 髅 精 英 护 卫 盔 
itm_vaegir_noble_helmet_pl|骷 髅 精 英 护 卫 盔 
itm_vaegir_mask|古 墓 面 具 战 盔 
itm_vaegir_mask_pl|古 墓 面 具 战 盔 
itm_brigandine_felix|帝 国 贵 族 甲 
itm_brigandine_felix_pl|帝 国 贵 族 甲 
itm_witchhunt|猎 巫 人 帽 
itm_witchhunt_pl|猎 巫 人 帽 
itm_witchhunt2|猎 巫 人 帽 
itm_witchhunt2_pl|猎 巫 人 帽 
itm_master_witchhunt|猎 巫 人 帽 
itm_master_witchhunt_pl|猎 巫 人 帽 
itm_general_witchhunt|猎 巫 人 帽
itm_general_witchhunt_pl|猎 巫 人 帽
itm_warrior_priest_headband|战 斗 牧 师 头 带 
itm_warrior_priest_headband_pl|战 斗 牧 师 头 带 
itm_wolf_cloak|白 狼 披 风 
itm_wolf_cloak_pl|白 狼 披 风 
itm_wolf_cloak2|棕 狼 披 风 
itm_wolf_cloak2_pl|棕 狼 披 风 
itm_wolf_cloak3|白 狼 披 风 
itm_wolf_cloak3_pl|白 狼 披 风 
itm_white_wolf_helmet|白 狼 带 盔 披 风 
itm_white_wolf_helmet_pl|白 狼 带 盔 披 风 
itm_white_wolf_helmet2|白 狼 带 盔 披 风 
itm_white_wolf_helmet2_pl|白 狼 带 盔 披 风 
itm_white_wolf_helmet3|灰 狼 盔 
itm_white_wolf_helmet3_pl|灰 狼 盔 
itm_white_wolf_helmet4|白 狼 盔 
itm_white_wolf_helmet4_pl|白 狼 盔 
itm_white_wolf_knight_helmet|白 狼 骑 士 盔 
itm_white_wolf_knight_helmet_pl|白 狼 骑 士 盔 
itm_white_cloak|白 色 斗 篷 
itm_white_cloak_pl|白 色 斗 篷 
itm_wolf_kin|狼 族 战 士 甲
itm_wolf_kin_pl|狼 族 战 士 甲
itm_wolf_brother|狼 兄 弟 甲
itm_wolf_brother_pl|狼 兄 弟 甲
itm_dawn_armour|黎 明 甲 
itm_dawn_armour_pl|黎 明 甲 
itm_empire_uniform|帝 国 短 袍 
itm_empire_uniform_pl|帝 国 短 袍 
itm_ulric_uniform|帝 国 短 袍 
itm_ulric_uniform_pl|帝 国 短 袍 
itm_nuln_uniform|帝 国 短 袍 
itm_nuln_uniform_pl|帝 国 短 袍 
itm_militia_uniform|帝 国 民 兵 短 袍 
itm_militia_uniform_pl|帝 国 民 兵 短 袍 
itm_empire_spearman_armour|帝 国 矛 兵 甲 
itm_empire_spearman_armour_pl|帝 国 矛 兵 甲 
itm_empire_ulric_armour|尤 里 克 剑 士 甲 
itm_empire_ulric_armour_pl|尤 里 克 剑 士 甲 
itm_empire_nuln_armour|南 方 帝 国 盔 甲 
itm_empire_nuln_armour_pl|南 方 帝 国 盔 甲 
itm_empire_militia_armour|帝 国 民 兵 外 套 
itm_empire_militia_armour_pl|帝 国 民 兵 外 套 
itm_empire_halberd_armour|帝 国 戟 兵 甲 
itm_empire_halberd_armour_pl|帝 国 戟 兵 甲 
itm_deaths_head_armour|亡 者 之 颅 甲 
itm_deaths_head_armour_pl|亡 者 之 颅 甲 
itm_deaths_head_armour2|亡 者 之 颅 重 甲 
itm_deaths_head_armour2_pl|亡 者 之 颅 重 甲 
itm_empire_sword_armour|帝 国 剑 士 甲 
itm_empire_sword_armour_pl|帝 国 剑 士 甲 
itm_ulric_sword_armour|尤 里 克 剑 士 甲 
itm_ulric_sword_armour_pl|尤 里 克 剑 士 甲 
itm_empire_nuln_sword_armour|南 方 帝 国 剑 士 甲 
itm_empire_nuln_sword_armour_pl|南 方 帝 国 剑 士 甲 
itm_militia_sword_armour|帝 国 民 兵 剑 士 甲 
itm_militia_sword_armour_pl|帝 国 民 兵 剑 士 甲 
itm_empire_vet_armour|帝 国 老 兵 甲 
itm_empire_vet_armour_pl|帝 国 老 兵 甲 
itm_empire_vetsword_armour|帝 国 资 深 剑 士 甲 
itm_empire_vetsword_armour_pl|帝 国 资 深 剑 士 甲 
itm_ulric_vetsword_armour|尤 里 克 决 斗 者 甲 
itm_ulric_vetsword_armour_pl|尤 里 克 决 斗 者 甲 
itm_nuln_vetsword_armour|南 方 帝 国 资 深 剑 士 甲 
itm_nuln_vetsword_armour_pl|南 方 帝 国 资 深 剑 士 甲 
itm_militia_vetsword_armour|帝 国 民 兵 剑 士 甲 
itm_militia_vetsword_armour_pl|帝 国 民 兵 剑 士 甲 
itm_empire_greatsword|帝 国 大 剑 士 甲 
itm_empire_greatsword_pl|帝 国 大 剑 士 甲 
itm_empire_ironside_armour|努 恩 铁 甲 军 甲
itm_empire_ironside_armour_pl|努 恩 铁 甲 军 甲
itm_imperial_engineer_armour|帝 国 工 程 师 甲 
itm_imperial_engineer_armour_pl|帝 国 工 程 师 甲 
itm_helhunten_armour|帝 国 甲 
itm_helhunten_armour_pl|帝 国 甲 
itm_empire_archer_tunic|帝 国 民 兵 射 手 短 袍 
itm_empire_archer_tunic_pl|帝 国 民 兵 射 手 短 袍 
itm_empire_archer_tunic2|帝 国 民 兵 射 手 短 袍 
itm_empire_archer_tunic2_pl|帝 国 民 兵 射 手 短 袍 
itm_empire_cross_uniform|帝 国 短 袍 
itm_empire_cross_uniform_pl|帝 国 短 袍 
itm_empire_cross_uniform2|帝 国 短 袍 
itm_empire_cross_uniform2_pl|帝 国 短 袍 
itm_empire_cross_uniform3|帝 国 短 袍 
itm_empire_cross_uniform3_pl|帝 国 短 袍 
itm_empire_cross_uniform4|帝 国 民 兵 短 袍 
itm_empire_cross_uniform4_pl|帝 国 民 兵 短 袍 
itm_empire_marksman_armour|帝 国 神 射 手 甲 
itm_empire_marksman_armour_pl|帝 国 神 射 手 甲 
itm_empire_marksman_armour2|帝 国 神 射 手 甲 
itm_empire_marksman_armour2_pl|帝 国 神 射 手 甲 
itm_empire_marksman_armour3|南 方 帝 国 神 射 手 甲 
itm_empire_marksman_armour3_pl|南 方 帝 国 神 射 手 甲 
itm_empire_marksman_armour4|帝 国 神 射 手 甲 
itm_empire_marksman_armour4_pl|帝 国 神 射 手 甲 
itm_empire_handgun_uniform|帝 国 短 袍 
itm_empire_handgun_uniform_pl|帝 国 短 袍 
itm_empire_handgun_uniform2|北 方 帝 国 火 枪 手 短 袍
itm_empire_handgun_uniform2_pl|北 方 帝 国 火 枪 手 短 袍
itm_empire_handgun_uniform3|南 方 帝 国 火 枪 手 短 袍
itm_empire_handgun_uniform3_pl|南 方 帝 国 火 枪 手 短 袍
itm_empire_handgun_uniform4|帝 国 民 兵 火 枪 手 短 袍
itm_empire_handgun_uniform4_pl|帝 国 民 兵 火 枪 手 短 袍
itm_empire_sniper_armour|帝 国 神 枪 手 甲 
itm_empire_sniper_armour_pl|帝 国 神 枪 手 甲 
itm_empire_sniper_armour2|北 方 帝 国 神 枪 手 甲 
itm_empire_sniper_armour2_pl|北 方 帝 国 神 枪 手 甲 
itm_empire_sniper_armour3|南 方 帝 国 神 枪 手 甲 
itm_empire_sniper_armour3_pl|南 方 帝 国 神 枪 手 甲 
itm_empire_armour_heavy|帝 国 重 甲 
itm_empire_armour_heavy_pl|帝 国 重 甲 
itm_empire_armour_heavy2|北 方 帝 国 民 兵 甲 
itm_empire_armour_heavy2_pl|北 方 帝 国 民 兵 甲 
itm_empire_armour_heavy3|南 方 帝 国 民 兵 甲 
itm_empire_armour_heavy3_pl|南 方 帝 国 民 兵 甲 
itm_empire_ferlangen_armour|帝 国 神 枪 手 甲 
itm_empire_ferlangen_armour_pl|帝 国 神 枪 手 甲 
itm_empire_ferlangen_armour2|帝 国 神 枪 手 甲 
itm_empire_ferlangen_armour2_pl|帝 国 神 枪 手 甲 
itm_empire_ferlangen_armour3|南 方 帝 国 神 枪 手 甲 
itm_empire_ferlangen_armour3_pl|南 方 帝 国 神 枪 手 甲 
itm_empire_armour_pistolier|帝 国 手 枪 骑 兵 甲 
itm_empire_armour_pistolier_pl|帝 国 手 枪 骑 兵 甲 
itm_empire_armour_pistolier2|帝 国 手 枪 骑 兵 甲 
itm_empire_armour_pistolier2_pl|帝 国 手 枪 骑 兵 甲 
itm_empire_armour_pistolier3|帝 国 手 枪 骑 兵 甲 
itm_empire_armour_pistolier3_pl|帝 国 手 枪 骑 兵 甲 
itm_reiksguard_armour|瑞 克 护 卫 甲 
itm_reiksguard_armour_pl|瑞 克 护 卫 甲 
itm_wolf_armour|白 狼 骑 士 甲 
itm_wolf_armour_pl|白 狼 骑 士 甲 
itm_panther_armour|猎 豹 骑 士 甲 
itm_panther_armour_pl|猎 豹 骑 士 甲 
itm_panther_armour2|猎 豹 骑 士 甲 
itm_panther_armour2_pl|猎 豹 骑 士 甲 
itm_reiksguard_armour2|瑞 克 卫 队 盔 甲
itm_reiksguard_armour2_pl|瑞 克 卫 队 盔 甲
itm_inner_helm|狮 鹫 骑 士 盔 
itm_inner_helm_pl|狮 鹫 骑 士 盔 
itm_reiksguard_helm_open|瑞 克 护 卫 盔 
itm_reiksguard_helm_open_pl|瑞 克 护 卫 盔 
itm_knights_panther_helm|猎 豹 骑 士 盔 
itm_knights_panther_helm_pl|猎 豹 骑 士 盔 
itm_knights_panther_helm2|猎 豹 骑 士 盔 
itm_knights_panther_helm2_pl|猎 豹 骑 士 盔 
itm_reiksguard_helm|瑞 克 卫 队 头 盔
itm_reiksguard_helm_pl|瑞 克 卫 队 头 盔
itm_inner_circle_armour|狮 鹫 骑 士 甲 
itm_inner_circle_armour_pl|狮 鹫 骑 士 甲 
itm_empire_eliteknight|帝 国 领 主 甲 
itm_empire_eliteknight_pl|帝 国 领 主 甲 
itm_emma_armor|艾 曼 纽 甲 
itm_emma_armor_pl|艾 曼 纽 甲 
itm_emperor_armour|帝 皇 铠 甲 
itm_emperor_armour_pl|帝 皇 铠 甲 
itm_emperor_sallet|帝 国 盔 
itm_emperor_sallet_pl|帝 国 盔 
itm_todbringer_armour|托 德 布 林 格 甲 
itm_todbringer_armour_pl|托 德 布 林 格 甲 
itm_aldebrand_armour|阿 尔 德 布 兰 德 甲 
itm_aldebrand_armour_pl|阿 尔 德 布 兰 德 甲 
itm_ferlangen_boots1|神 枪 手 靴 
itm_ferlangen_boots1_pl|神 枪 手 靴 
itm_witchhuntboots|猎 巫 人 靴 
itm_witchhuntboots_pl|猎 巫 人 靴 
itm_empire_boots|加 固 靴 
itm_empire_boots_pl|加 固 靴 
itm_empire_shoes|帝 国 靴 
itm_empire_shoes_pl|帝 国 靴 
itm_empire_shoes2|帝 国 靴 
itm_empire_shoes2_pl|帝 国 靴 
itm_empire_shoes3|帝 国 靴 
itm_empire_shoes3_pl|帝 国 靴 
itm_empire_boots1|皮 靴 
itm_empire_boots1_pl|皮 靴 
itm_empire_boots2|上 等 皮 靴 
itm_empire_boots2_pl|上 等 皮 靴 
itm_empire_boots3|棕 色 皮 靴
itm_empire_boots3_pl|棕 色 皮 靴
itm_empire_boots4|棕 色 皮 靴
itm_empire_boots4_pl|棕 色 皮 靴
itm_empire_boots5|黑 色 皮 靴 
itm_empire_boots5_pl|黑 色 皮 靴 
itm_empire_boots6|黑 色 皮 靴 
itm_empire_boots6_pl|黑 色 皮 靴 
itm_emp_armour_boots1|装 甲 护 胫 
itm_emp_armour_boots1_pl|装 甲 护 胫 
itm_ironsider_boots|铁 甲 护 胫 
itm_ironsider_boots_pl|铁 甲 护 胫 
itm_emp_armour_boots2|装 甲 护 胫 
itm_emp_armour_boots2_pl|装 甲 护 胫 
itm_emp_armour_boots3|重 型 装 甲 护 胫 
itm_emp_armour_boots3_pl|重 型 装 甲 护 胫 
itm_emp_black_greaves|重 型 装 甲 护 胫 
itm_emp_black_greaves_pl|重 型 装 甲 护 胫 
itm_emp_armoured_boots4|帝 国 铁 护 胫 
itm_emp_armoured_boots4_pl|帝 国 铁 护 胫 
itm_karl_franz_boots|卡 尔 · 弗 兰 兹 护 胫
itm_karl_franz_boots_pl|卡 尔 · 弗 兰 兹 护 胫
itm_ulric_heavy_greaves|尤 里 克 铁 护 胫 
itm_ulric_heavy_greaves_pl|尤 里 克 铁 护 胫 
itm_wolf_knight_boots|狼 骑 士 护 胫 
itm_wolf_knight_boots_pl|狼 骑 士 护 胫 
itm_plate_mittens2|帝 国 板 甲 护 手 
itm_plate_mittens2_pl|帝 国 板 甲 护 手 
itm_greatsword_boots|大 剑 士 靴 
itm_greatsword_boots_pl|大 剑 士 靴 
itm_greatsword_gauntlets|大 剑 士 护 手 
itm_greatsword_gauntlets_pl|大 剑 士 护 手 
itm_wolf_gauntlets|白 狼 骑 士 护 手 
itm_wolf_gauntlets_pl|白 狼 骑 士 护 手 
itm_empire_carroburg|卡 隆 堡 大 剑 士 甲 
itm_empire_carroburg_pl|卡 隆 堡 大 剑 士 甲 
itm_empire_carroburg_boots|卡 隆 堡 大 剑 士 靴 
itm_empire_carroburg_boots_pl|卡 隆 堡 大 剑 士 靴 
itm_empire_carroburg_gauntlets|卡 隆 堡 大 剑 士 护 手 
itm_empire_carroburg_gauntlets_pl|卡 隆 堡 大 剑 士 护 手 
itm_sword_helmet6|尤 里 克 剑 士 盔 
itm_sword_helmet6_pl|尤 里 克 剑 士 盔 
itm_leitdorf|马 吕 斯 · 雷 道 夫 甲 
itm_leitdorf_pl|马 吕 斯 · 雷 道 夫 甲 
itm_blazing_knight|焰 阳 骑 士 甲 
itm_blazing_knight_pl|焰 阳 骑 士 甲 
itm_teutogen_armour|尤 里 克 重 甲 
itm_teutogen_armour_pl|尤 里 克 重 甲 
itm_teutogen_armour2|条 顿 骑 士 甲 
itm_teutogen_armour2_pl|条 顿 骑 士 甲 
itm_knights_blazing_sallet|焰 阳 骑 士 盔 
itm_knights_blazing_sallet_pl|焰 阳 骑 士 盔 
itm_flagellant|鞭 笞 者 甲 
itm_flagellant_pl|鞭 笞 者 甲 
itm_empire_priest|帝 国 牧 师 甲 
itm_empire_priest_pl|帝 国 牧 师 甲 
itm_ulric_priest|尤 里 克 牧 师 甲 
itm_ulric_priest_pl|尤 里 克 牧 师 甲 
itm_house_shoes|便 鞋 
itm_house_shoes_pl|便 鞋 
itm_vamp_light_boot|吸 血 鬼 轻 靴 
itm_vamp_light_boot_pl|吸 血 鬼 轻 靴 
itm_vamp_chaos_boot|吸 血 鬼 轻 靴 
itm_vamp_chaos_boot_pl|吸 血 鬼 轻 靴 
itm_vamp_greaves|吸 血 鬼 护 胫 
itm_vamp_greaves_pl|吸 血 鬼 护 胫 
itm_vampire_shoes|吸 血 鬼 靴 
itm_vampire_shoes_pl|吸 血 鬼 靴 
itm_vamp_lord_greaves|吸 血 鬼 领 主 靴
itm_vamp_lord_greaves_pl|吸 血 鬼 领 主 靴
itm_vamp_gauntlets|吸 血 鬼 护 手 
itm_vamp_gauntlets_pl|吸 血 鬼 护 手 
itm_vamp_red_gauntlets|吸 血 鬼 护 手 
itm_vamp_red_gauntlets_pl|吸 血 鬼 护 手 
itm_vamp_gold_gauntlets|吸 血 鬼 护 手 
itm_vamp_gold_gauntlets_pl|吸 血 鬼 护 手 
itm_vamp_black_gauntlets|吸 血 鬼 护 手 
itm_vamp_black_gauntlets_pl|吸 血 鬼 护 手 
itm_vampire_gauntlets|吸 血 鬼 护 手 
itm_vampire_gauntlets_pl|吸 血 鬼 护 手 
itm_vampire_gloves|吸 血 鬼 护 手 
itm_vampire_gloves_pl|吸 血 鬼 护 手 
itm_vampire_gauntlets2|吸 血 鬼 臂 铠 
itm_vampire_gauntlets2_pl|吸 血 鬼 臂 铠 
itm_vampire_gauntlets3|吸 血 鬼 臂 铠 
itm_vampire_gauntlets3_pl|吸 血 鬼 臂 铠 
itm_vampire_gauntlets4|吸 血 鬼 臂 铠 
itm_vampire_gauntlets4_pl|吸 血 鬼 臂 铠 
itm_vampire_gauntlets5|吸 血 鬼 臂 铠 
itm_vampire_gauntlets5_pl|吸 血 鬼 臂 铠 
itm_vampire_gauntlets6|吸 血 鬼 臂 铠 
itm_vampire_gauntlets6_pl|吸 血 鬼 臂 铠 
itm_depth_gauntlets|深 海 护 手 
itm_depth_gauntlets_pl|深 海 护 手 
itm_vampire_greaves|吸 血 鬼 护 胫
itm_vampire_greaves_pl|吸 血 鬼 护 胫
itm_vampire_red_greaves|吸 血 鬼 护 胫
itm_vampire_red_greaves_pl|吸 血 鬼 护 胫
itm_vampire_gold_greaves|吸 血 鬼 护 胫
itm_vampire_gold_greaves_pl|吸 血 鬼 护 胫
itm_vampire_black_greaves|吸 血 鬼 护 胫
itm_vampire_black_greaves_pl|吸 血 鬼 护 胫
itm_depth_greaves|深 海 护 胫
itm_depth_greaves_pl|深 海 护 胫
itm_vampire_greaves2|吸 血 鬼 护 胫
itm_vampire_greaves2_pl|吸 血 鬼 护 胫
itm_vampire_greaves3|吸 血 鬼 护 胫
itm_vampire_greaves3_pl|吸 血 鬼 护 胫
itm_vampire_greaves4|吸 血 鬼 护 胫
itm_vampire_greaves4_pl|吸 血 鬼 护 胫
itm_vampire_greaves5|吸 血 鬼 护 胫
itm_vampire_greaves5_pl|吸 血 鬼 护 胫
itm_vampire_greaves6|吸 血 鬼 护 胫
itm_vampire_greaves6_pl|吸 血 鬼 护 胫
itm_house_waistcoat|背 心 
itm_house_waistcoat_pl|背 心 
itm_house_gambeson|黑 色 软 甲 
itm_house_gambeson_pl|黑 色 软 甲 
itm_house_mail|链 甲 外 套 
itm_house_mail_pl|链 甲 外 套 
itm_butler|管 家 服 
itm_butler_pl|管 家 服 
itm_valet|仆 人 服 
itm_valet_pl|仆 人 服 
itm_vampire_armor|吸 血 鬼 板 甲 
itm_vampire_armor_pl|吸 血 鬼 板 甲 
itm_vampire_suit|吸 血 鬼 晚 礼 服 
itm_vampire_suit_pl|吸 血 鬼 晚 礼 服 
itm_mortis_hat|室 内 帽 
itm_mortis_hat_pl|室 内 帽 
itm_mortis_hat2|室 内 帽 
itm_mortis_hat2_pl|室 内 帽 
itm_kemmler_hat|凯 姆 勒 帽 
